ps excitado a 230 los demas a 259								
								
								
								
8								
4096								
PS 5%naf DeltaDiode:329.9964(2)	PS 5%naf DeltaDiode:329.9964(2)	Pulso DeltaDiode:259.9963	PS DeltaDiode:329.9964(2)	5 Cef3 DeltaDiode:329.9964(2)	10 CeF3 DeltaDiode:329.9964(2)	10 NF DeltaDiode:329.9964(2)	15 NF DeltaDiode:329.9964(2)	20 NF DeltaDiode:329.9964(2)
X	Y	Y	Y	Y	Y	Y	Y	Y
484.622864	69	1	13	12	11	64	60	44
484.8297	60	0	11	9	14	66	55	48
485.03653	65	1	12	6	8	67	61	40
485.243378	75	0	11	7	10	87	47	52
485.450226	81	0	8	12	20	73	57	59
485.657043	63	0	16	8	10	63	49	49
485.8639	74	3	5	12	7	76	54	33
486.07074	57	1	13	6	14	66	52	48
486.277557	63	0	13	7	9	60	49	52
486.4844	79	0	9	22	12	78	42	56
486.691254	74	1	13	9	15	66	44	37
486.898071	68	0	11	12	13	75	54	55
487.104919	70	1	15	8	6	54	52	48
487.311768	73	0	7	11	10	70	53	53
487.5186	67	1	8	13	16	61	56	57
487.725433	68	0	15	17	10	68	64	63
487.932281	55	1	9	12	12	69	47	47
488.1391	76	1	8	10	9	53	51	49
488.345947	67	0	4	10	12	71	48	48
488.5528	77	2	13	13	13	66	59	45
488.759644	72	0	7	11	10	68	44	48
488.966461	79	0	11	8	8	75	52	48
489.1733	61	1	13	13	13	58	53	36
489.380157	75	0	10	13	9	69	37	48
489.586975	72	1	11	5	6	71	48	35
489.793823	66	0	7	6	13	58	44	47
490.000671	56	1	9	12	14	53	36	37
490.2075	66	1	14	7	9	76	53	38
490.414337	73	0	6	17	10	66	36	44
490.6212	53	2	13	4	8	73	42	36
490.828	59	0	11	14	12	59	43	52
491.034851	60	1	14	11	13	71	39	50
491.2417	67	0	11	8	17	60	38	45
491.448547	75	1	7	8	9	60	49	42
491.655365	67	0	5	11	11	56	45	53
491.8622	65	0	10	7	6	62	43	45
492.069061	78	0	12	12	16	52	60	40
492.275879	63	0	5	14	12	59	65	48
492.482727	75	1	8	8	10	70	58	38
492.689575	66	0	8	14	14	59	45	41
492.8964	79	1	11	12	10	50	52	57
493.103241	72	0	15	20	15	68	58	47
493.3101	57	0	10	11	13	61	32	41
493.5169	65	0	4	10	15	82	47	46
493.723755	79	1	8	9	16	54	44	34
493.9306	66	1	4	11	9	64	50	35
494.137421	52	0	11	9	13	65	58	48
494.344269	72	0	13	13	13	62	44	39
494.551117	61	0	8	13	14	77	38	44
494.757935	69	0	10	14	11	48	40	42
494.964783	65	2	7	16	12	66	48	41
495.171631	82	0	11	11	12	58	45	43
495.378479	60	0	5	11	7	58	47	42
495.5853	68	1	7	11	14	53	44	44
495.792145	59	0	11	10	11	69	38	37
495.999	55	0	11	9	16	62	48	54
496.2058	65	2	6	7	13	64	47	42
496.412659	50	0	7	8	18	55	41	39
496.6195	68	0	6	5	11	53	43	44
496.826324	52	0	10	10	11	63	50	43
497.033173	71	2	9	10	15	66	39	46
497.240021	71	0	6	12	14	56	36	34
497.446838	53	2	12	9	12	60	50	41
497.6537	67	0	12	10	12	69	45	43
497.860535	62	0	11	13	13	53	61	46
498.067383	76	0	6	13	11	50	39	39
498.2742	75	1	7	8	21	56	51	42
498.481049	73	1	10	7	10	64	34	32
498.6879	63	0	4	9	7	55	56	47
498.8947	61	0	8	7	12	48	51	43
499.101563	73	1	7	12	10	56	43	40
499.3084	55	1	13	16	10	63	45	42
499.515228	66	0	9	10	16	66	39	46
499.722076	54	0	7	15	18	65	43	39
499.928925	68	1	8	13	8	66	39	49
500.135742	59	1	12	9	12	56	37	37
500.3426	61	0	10	10	7	48	56	48
500.549438	66	1	13	4	14	60	51	46
500.756256	66	0	5	18	12	62	38	42
500.9631	49	2	7	13	16	44	50	39
501.169952	56	1	11	18	8	55	43	41
501.37677	53	0	13	5	14	47	36	51
501.583618	64	0	5	8	4	57	42	37
501.790466	63	1	4	10	16	58	42	39
501.9973	64	0	6	7	8	59	42	36
502.204132	53	0	14	6	8	57	50	47
502.41098	58	0	7	11	9	54	36	42
502.617828	67	1	7	8	7	51	38	53
502.824646	60	0	8	12	16	45	38	48
503.0315	58	0	9	15	12	60	49	45
503.238342	56	0	9	13	10	59	47	44
503.44516	56	1	5	13	16	48	38	53
503.652	67	3	8	11	23	59	46	54
503.858856	61	1	6	7	11	63	57	39
504.065674	62	1	6	4	8	42	45	48
504.272522	56	0	12	14	16	65	45	46
504.47937	74	1	8	7	12	48	50	34
504.686218	58	0	5	9	7	46	43	39
504.893036	75	1	8	7	11	55	45	51
505.099884	55	0	8	10	9	54	35	47
505.306732	54	0	9	13	14	55	51	46
505.51355	77	0	12	8	14	50	45	34
505.7204	60	0	7	6	8	61	33	43
505.927246	68	0	4	9	8	51	47	40
506.134064	69	2	12	15	9	49	43	40
506.3409	76	2	8	15	11	49	47	37
506.54776	61	1	6	9	15	47	47	37
506.754578	64	1	9	7	9	63	39	36
506.961426	60	0	13	15	16	52	45	38
507.168274	66	1	5	11	6	40	52	48
507.3751	51	1	4	11	11	57	45	38
507.58194	53	0	11	10	17	49	40	32
507.7888	57	0	8	11	11	50	35	34
507.9956	75	1	8	9	11	43	32	36
508.202454	51	0	9	5	11	53	36	43
508.4093	55	0	12	14	13	38	48	26
508.61615	55	0	15	6	11	60	44	36
508.822968	56	0	9	10	12	54	50	37
509.029816	53	0	5	8	13	55	43	34
509.236664	53	1	7	11	12	62	44	49
509.443481	65	0	9	8	13	49	46	39
509.65033	50	0	12	10	11	57	38	36
509.857178	43	0	10	12	14	47	40	44
510.064	54	0	6	11	17	61	38	33
510.270844	50	1	7	7	10	42	49	34
510.4777	62	0	7	2	11	56	41	43
510.6845	51	0	11	9	13	49	54	38
510.891357	50	0	7	7	23	58	41	26
511.0982	53	0	8	6	13	52	43	32
511.305054	61	1	7	11	13	69	38	49
511.511871	62	0	12	9	13	66	50	44
511.718719	51	1	13	9	8	66	54	34
511.925568	66	0	8	14	13	53	44	39
512.1324	55	0	6	6	6	40	45	46
512.339233	69	0	11	11	7	56	29	37
512.5461	59	0	5	9	10	51	45	46
512.7529	73	1	14	14	9	63	50	26
512.9597	58	0	7	16	12	63	37	40
513.166565	43	0	15	8	9	60	45	42
513.3734	47	1	13	13	11	43	41	48
513.580261	75	0	4	10	13	56	42	37
513.7871	57	1	6	7	9	62	49	35
513.993958	55	0	5	15	10	57	38	35
514.2008	52	0	12	8	7	52	40	34
514.4076	56	1	6	13	13	45	45	33
514.614441	63	0	12	8	18	46	21	40
514.8213	67	0	6	15	14	52	27	33
515.028137	42	0	12	12	16	51	43	38
515.235	51	0	7	7	16	41	44	41
515.441833	59	0	3	9	11	56	41	36
515.6486	61	0	15	11	13	65	41	38
515.855469	40	0	13	14	8	55	37	38
516.0623	45	1	10	12	17	44	40	40
516.269165	75	2	3	10	14	58	44	41
516.476	59	0	11	9	9	69	38	35
516.682861	54	0	14	10	14	58	36	29
516.8897	60	1	8	8	4	51	41	40
517.0965	51	0	12	8	13	66	37	33
517.303345	44	1	10	6	6	58	45	34
517.5102	51	0	8	10	14	47	38	44
517.717041	60	1	9	15	10	60	34	34
517.9239	46	0	6	10	16	51	47	39
518.130737	50	0	7	6	11	47	41	38
518.3375	66	1	6	13	13	44	43	39
518.5444	44	0	4	13	17	53	40	38
518.7512	53	0	11	16	11	61	44	29
518.958069	66	2	13	7	14	52	28	33
519.1649	61	1	11	15	13	51	42	36
519.371765	52	1	7	22	14	40	50	43
519.5786	51	0	10	9	3	42	44	30
519.7854	50	0	4	11	13	58	44	28
519.992249	58	0	9	5	14	47	36	29
520.1991	65	0	8	9	16	44	46	40
520.405945	61	0	9	11	11	45	29	38
520.6128	55	0	2	5	22	53	34	31
520.819641	65	1	6	9	12	52	38	33
521.0264	50	0	9	8	13	47	37	35
521.2333	48	1	9	7	9	63	52	44
521.4401	46	0	11	7	12	48	45	30
521.647	43	0	6	8	8	52	42	43
521.8538	55	1	5	7	16	53	41	29
522.060669	57	1	5	13	11	53	42	32
522.267456	62	1	13	15	12	64	37	38
522.4743	51	0	12	11	8	47	43	25
522.681152	55	1	11	5	10	54	47	46
522.888	59	0	13	16	9	49	41	37
523.094849	48	0	9	5	12	57	41	25
523.3017	56	0	7	7	7	45	37	33
523.508545	44	0	13	10	10	55	46	44
523.715332	57	2	8	7	8	66	37	32
523.9222	52	0	10	14	19	55	40	43
524.129	35	0	10	7	10	32	41	31
524.3359	59	1	8	5	13	43	44	48
524.5427	49	0	6	9	8	51	57	36
524.7496	48	1	7	13	12	39	41	36
524.95636	56	2	13	7	10	55	40	37
525.1632	52	0	9	12	15	43	24	27
525.370056	47	0	12	11	11	56	48	39
525.5769	47	0	12	9	14	44	44	30
525.783752	57	1	9	7	12	55	30	45
525.9906	53	1	5	20	7	55	37	36
526.1974	45	0	10	8	9	59	42	33
526.404236	34	0	9	14	7	44	30	31
526.6111	49	1	14	15	13	60	42	47
526.817932	49	1	5	9	17	39	37	33
527.0248	53	1	6	16	11	52	33	37
527.2316	58	0	7	7	14	41	34	36
527.4385	52	0	11	10	15	41	35	36
527.645264	44	1	9	7	13	66	37	30
527.8521	35	0	10	9	6	37	52	46
528.05896	51	1	10	14	15	41	35	34
528.2658	58	0	8	8	9	50	44	30
528.472656	54	0	8	14	11	37	35	28
528.6795	46	0	9	11	9	46	39	39
528.8863	47	0	10	6	12	36	46	39
529.09314	54	0	3	9	12	41	38	40
529.3	41	0	12	14	11	35	30	32
529.506836	55	1	9	7	13	47	42	35
529.7137	44	0	11	8	6	51	37	34
529.920532	49	0	9	16	12	42	39	33
530.1274	52	1	8	7	10	55	43	35
530.334167	44	0	6	12	21	43	41	37
530.541	57	0	14	11	16	45	36	33
530.747864	47	1	6	7	11	40	30	32
530.9547	56	1	8	13	6	40	41	34
531.16156	58	2	8	12	14	41	31	25
531.3684	52	0	4	7	8	51	31	30
531.5752	42	2	8	12	7	48	35	26
531.782043	47	0	7	7	20	41	45	37
531.9889	51	0	12	12	19	45	36	29
532.19574	47	1	10	8	11	38	32	31
532.4026	39	0	4	7	7	53	30	35
532.609436	51	0	14	14	14	50	39	29
532.8163	58	1	7	10	8	50	30	33
533.0231	49	0	11	13	14	44	37	41
533.2299	58	0	10	11	12	47	46	33
533.436768	48	0	8	12	12	55	46	30
533.6436	54	0	6	13	17	35	33	34
533.850464	46	0	11	8	12	53	43	39
534.0573	46	0	7	8	11	41	30	32
534.2641	55	1	8	9	15	42	35	37
534.470947	44	0	8	13	7	47	30	22
534.6778	44	1	6	7	13	49	33	42
534.884644	50	0	4	8	16	48	38	35
535.0915	54	1	9	9	14	60	40	42
535.29834	62	0	4	9	16	44	34	26
535.5051	51	0	5	15	12	36	35	25
535.712	55	0	8	14	6	55	35	29
535.9188	38	0	12	14	12	48	38	37
536.1257	45	0	8	5	13	44	39	37
536.3325	45	0	11	7	8	53	34	34
536.539368	41	1	5	14	13	49	35	37
536.7462	50	0	8	6	20	42	27	35
536.953	66	0	10	19	4	45	23	36
537.159851	51	0	10	10	12	47	46	44
537.3667	51	1	13	11	9	46	34	37
537.573547	49	0	9	10	9	44	38	28
537.7804	51	0	9	8	11	42	30	44
537.987244	52	1	7	8	16	56	30	32
538.194031	48	0	5	14	12	44	41	30
538.4009	43	2	11	8	17	45	37	20
538.6077	37	1	7	6	15	49	40	26
538.8146	50	0	12	9	17	44	32	37
539.0214	44	1	8	10	14	50	40	31
539.2283	48	0	3	11	6	38	41	40
539.435059	54	0	7	7	14	59	42	33
539.6419	39	1	10	9	8	39	34	31
539.848755	46	0	5	10	12	45	35	29
540.0556	56	0	6	9	9	43	28	32
540.262451	43	1	11	12	12	45	49	27
540.4693	63	0	5	13	11	37	22	37
540.676147	44	0	4	17	12	50	37	20
540.882935	47	2	8	12	13	58	31	38
541.0898	53	0	6	11	11	37	28	36
541.296631	43	0	11	15	9	50	31	30
541.5035	38	0	8	13	9	46	34	34
541.7103	41	0	7	18	8	43	37	29
541.9172	50	0	6	3	10	48	46	35
542.123962	36	0	7	13	10	40	42	31
542.3308	50	0	9	9	11	42	28	33
542.537659	56	2	12	14	9	48	31	25
542.7445	42	1	9	10	6	45	28	26
542.951355	47	0	8	11	15	41	41	37
543.1582	37	0	9	10	13	32	33	37
543.365051	54	0	10	10	16	43	33	34
543.571838	40	0	10	10	14	41	40	33
543.7787	33	0	6	8	3	42	45	23
543.985535	43	1	8	11	14	40	31	30
544.1924	44	0	7	10	12	32	36	33
544.399231	54	0	12	11	11	51	36	34
544.6061	51	1	10	6	12	52	31	21
544.812866	45	0	18	11	7	40	32	26
545.0197	50	0	10	9	9	38	29	35
545.226563	43	0	4	7	10	36	32	26
545.4334	50	0	4	8	4	48	33	33
545.640259	43	1	9	10	14	36	24	33
545.8471	58	1	11	8	9	41	38	34
546.053955	46	0	10	17	11	34	32	19
546.260742	52	0	13	6	11	34	30	35
546.4676	37	0	10	9	10	41	24	36
546.674438	44	0	4	5	10	44	37	22
546.8813	31	2	6	13	10	36	37	21
547.088135	52	0	8	15	17	40	46	30
547.295	44	0	10	7	10	36	41	33
547.5018	43	0	8	10	12	35	28	30
547.7086	43	0	9	13	6	52	29	32
547.915466	42	0	12	10	9	32	37	37
548.1223	40	1	8	16	6	41	34	18
548.329163	48	2	10	10	6	40	37	29
548.536	34	0	8	12	12	38	32	29
548.7428	32	0	5	9	11	43	38	18
548.949646	37	0	3	6	7	49	25	28
549.1565	44	1	11	11	7	42	28	39
549.363342	35	0	11	7	6	37	36	34
549.5702	53	2	16	13	9	35	30	29
549.777039	42	1	8	6	9	43	30	38
549.9839	40	0	8	7	11	49	39	24
550.1907	58	0	7	9	6	46	32	31
550.3975	43	0	13	10	13	35	40	28
550.6044	50	0	6	11	11	43	34	28
550.8112	57	1	7	7	9	35	36	39
551.018066	48	0	5	9	8	38	40	24
551.2249	37	1	6	11	6	39	33	25
551.4317	39	0	7	6	11	36	24	32
551.63855	50	2	11	14	12	45	37	28
551.8454	39	0	4	8	8	32	25	29
552.052246	37	1	9	12	17	42	31	31
552.2591	44	0	8	14	13	42	38	30
552.465942	42	1	8	8	9	35	34	34
552.6727	42	0	3	7	9	40	32	33
552.8796	52	0	10	10	13	48	21	24
553.0864	44	0	9	8	18	39	22	31
553.2933	51	0	8	11	8	35	40	25
553.5001	37	0	6	5	12	49	29	40
553.707	42	0	12	11	15	53	46	23
553.9138	48	1	11	14	12	39	31	30
554.1206	36	2	5	10	11	41	34	40
554.327454	47	0	8	8	16	37	20	32
554.5343	37	0	3	6	16	53	36	30
554.74115	36	0	7	7	9	44	35	40
554.948	33	1	8	7	13	41	36	37
555.154846	23	1	8	15	12	36	31	34
555.361633	35	1	8	11	13	43	37	27
555.5685	35	1	12	8	9	56	36	32
555.7753	37	0	8	5	8	41	34	34
555.9822	40	0	12	7	8	40	37	26
556.189	54	0	9	10	9	39	37	31
556.3959	35	1	8	9	12	42	32	20
556.6027	44	0	8	12	10	32	21	31
556.8095	46	1	10	9	7	41	39	13
557.016357	42	0	7	7	18	40	33	23
557.2232	37	1	13	10	9	36	26	22
557.430054	42	1	9	9	13	40	25	33
557.6369	45	0	6	7	11	49	32	27
557.84375	36	1	9	10	10	61	38	16
558.050537	44	0	10	11	11	35	26	28
558.2574	40	1	7	11	9	40	36	40
558.464233	41	0	12	7	9	37	36	25
558.6711	42	0	7	15	22	30	27	26
558.8779	41	0	8	10	9	41	26	29
559.0848	46	0	6	13	14	40	25	28
559.2916	41	0	8	7	11	42	26	26
559.4984	33	2	3	7	9	39	32	37
559.705261	40	0	6	9	14	37	15	27
559.9121	42	0	8	8	5	41	30	27
560.118958	45	0	8	10	9	45	20	41
560.3258	44	1	6	12	8	26	33	34
560.532654	44	0	6	5	8	28	38	30
560.739441	38	0	8	11	8	36	29	21
560.9463	46	0	7	8	8	30	31	31
561.153137	36	0	6	12	13	34	48	25
561.36	46	0	6	14	9	39	29	40
561.566833	47	1	9	16	10	43	37	20
561.7737	44	1	10	5	12	38	36	23
561.980469	36	1	5	8	14	45	27	35
562.1873	35	0	8	3	6	46	30	36
562.394165	47	1	8	5	14	40	28	22
562.601	38	0	10	6	8	43	26	21
562.807861	41	0	5	10	11	41	41	23
563.0147	34	1	14	9	7	36	30	28
563.221558	33	0	10	9	11	38	29	31
563.428345	50	0	7	13	13	31	36	29
563.6352	45	2	6	14	15	36	35	27
563.842041	28	0	7	7	10	33	23	27
564.0489	34	0	6	13	13	40	24	21
564.255737	42	1	8	12	11	42	36	29
564.4626	36	0	7	14	15	35	32	36
564.6694	39	1	2	4	12	41	29	33
564.8762	36	0	12	9	13	42	27	31
565.083069	22	1	7	8	14	31	25	25
565.2899	41	0	8	14	10	45	38	33
565.496765	39	1	7	9	12	44	22	27
565.7036	39	0	6	11	11	31	27	30
565.9104	41	1	10	9	11	39	26	33
566.117249	57	0	6	3	11	34	27	26
566.3241	47	0	10	9	12	43	36	25
566.530945	33	1	8	8	15	30	29	32
566.7378	47	0	9	10	13	28	24	28
566.944641	38	0	5	10	8	33	26	26
567.1515	45	0	4	10	8	39	28	34
567.3583	42	1	13	12	14	41	29	26
567.5651	35	2	8	11	12	42	38	32
567.772	47	0	10	13	13	40	20	25
567.9788	37	1	7	9	5	33	24	31
568.185669	30	0	10	4	14	38	29	31
568.3925	42	0	12	8	13	40	30	32
568.5993	39	1	6	7	13	50	38	24
568.806152	44	1	4	8	14	29	24	24
569.013	41	0	8	6	11	36	28	27
569.219849	37	0	13	9	10	27	20	26
569.4267	33	1	12	13	6	52	28	37
569.633545	38	1	12	13	10	43	33	21
569.8404	36	0	12	7	6	41	36	20
570.0472	34	0	13	12	8	31	25	28
570.254	39	0	10	5	5	39	31	31
570.4609	36	0	10	9	9	36	25	35
570.6677	49	1	4	5	7	33	22	23
570.8746	37	1	9	7	14	35	35	23
571.0814	31	0	11	9	11	34	29	33
571.2882	42	1	6	5	12	33	25	26
571.495056	44	0	4	10	10	35	33	25
571.7019	33	1	8	8	13	35	29	21
571.908752	50	2	3	9	17	45	32	29
572.1156	45	0	9	12	20	37	30	35
572.322449	39	0	10	7	9	29	28	32
572.5293	47	1	10	7	12	29	34	31
572.7361	33	0	8	7	9	33	22	26
572.942932	50	1	7	11	14	29	30	26
573.1498	41	1	5	6	4	46	38	37
573.3566	35	0	9	9	8	45	21	34
573.5635	33	0	7	11	4	32	24	22
573.7703	41	0	7	11	12	40	30	19
573.9771	37	0	8	8	6	43	22	21
574.18396	41	0	10	8	5	38	33	24
574.3908	43	0	10	10	7	44	30	33
574.597656	34	0	10	6	7	38	28	22
574.8045	33	0	7	6	11	34	25	24
575.011353	28	0	10	11	11	49	21	22
575.21814	35	0	3	10	8	46	33	31
575.425	44	0	9	12	11	34	20	20
575.631836	36	1	12	9	9	40	26	18
575.8387	42	2	6	8	9	37	33	27
576.045532	41	0	9	10	10	39	24	25
576.2524	49	0	11	9	16	26	26	33
576.4592	35	0	8	8	14	34	19	30
576.666	32	0	9	9	13	44	27	19
576.872864	39	0	7	8	9	32	22	25
577.0797	38	0	9	11	12	25	23	36
577.28656	40	0	5	9	16	27	35	24
577.4934	31	0	15	6	13	39	30	29
577.700256	43	1	8	15	10	27	28	36
577.907043	26	0	10	4	13	35	33	30
578.1139	38	0	11	7	11	31	37	24
578.32074	33	0	7	3	6	41	21	23
578.5276	32	1	8	6	17	30	27	32
578.734436	35	0	9	6	9	37	21	19
578.9413	37	1	9	6	3	32	25	24
579.1481	50	0	9	7	14	43	23	26
579.3549	36	1	6	7	11	36	28	32
579.561768	32	0	6	15	4	29	41	25
579.7686	39	0	6	6	17	27	28	31
579.975464	44	0	11	9	15	33	32	14
580.1823	42	0	7	8	6	32	24	32
580.38916	43	0	11	11	9	27	34	27
580.595947	35	0	11	13	14	27	30	24
580.8028	31	0	14	7	11	31	31	28
581.009644	33	0	10	10	15	27	22	28
581.2165	45	0	12	7	12	33	35	24
581.42334	36	1	10	8	13	35	28	23
581.6302	25	0	7	9	10	36	30	25
581.837	33	0	12	9	9	23	22	28
582.0438	30	0	8	7	9	27	31	28
582.2507	28	1	17	13	11	45	34	29
582.4575	36	0	12	9	15	34	22	16
582.664368	41	1	11	6	12	26	31	26
582.8712	34	0	10	7	16	32	34	26
583.078064	35	0	5	8	12	31	23	23
583.284851	16	1	7	7	11	27	28	28
583.4917	28	0	5	6	15	27	31	25
583.698547	29	0	6	7	11	33	20	18
583.9054	38	0	4	4	12	30	30	23
584.112244	36	0	6	11	12	41	32	27
584.3191	27	1	7	12	9	27	24	39
584.5259	38	1	7	7	7	46	27	35
584.7327	42	0	4	8	11	43	29	26
584.9396	30	0	7	9	7	34	23	18
585.1464	39	1	13	5	9	37	39	20
585.3533	31	3	3	9	12	31	25	27
585.5601	31	0	11	15	10	32	27	16
585.766968	35	1	6	12	14	41	29	24
585.973755	43	0	10	11	6	33	24	28
586.1806	32	1	5	13	7	29	28	23
586.387451	32	1	8	20	9	37	31	33
586.5943	37	1	7	8	13	33	21	20
586.801147	29	1	5	13	8	29	34	34
587.008	32	0	8	7	15	35	37	25
587.2148	39	0	10	9	10	34	25	31
587.421631	32	0	7	4	8	31	30	19
587.6285	32	1	7	8	16	48	19	24
587.8353	35	0	10	3	8	36	24	24
588.0422	39	0	5	11	11	39	24	30
588.249	24	0	7	6	12	31	23	29
588.4558	35	1	11	4	9	39	30	23
588.662659	38	1	7	14	9	30	27	24
588.8695	22	1	9	9	11	27	25	23
589.076355	34	0	7	8	14	42	23	35
589.2832	39	1	4	10	13	32	18	30
589.490051	31	0	9	14	11	27	27	21
589.6969	40	0	12	7	10	35	33	22
589.9037	38	0	7	11	11	26	32	24
590.110535	36	0	12	9	11	23	26	19
590.3174	27	0	10	5	11	27	15	27
590.524231	34	1	15	16	7	33	20	22
590.7311	33	0	13	13	12	35	27	28
590.9379	40	1	8	9	10	39	26	32
591.1447	32	0	5	11	11	30	21	24
591.351563	35	0	4	8	13	27	22	21
591.5584	36	2	7	11	9	30	16	21
591.765259	36	1	13	11	19	33	25	26
591.9721	33	0	5	6	10	35	32	13
592.178955	36	1	8	7	10	34	35	24
592.385742	42	1	6	6	13	29	31	29
592.5926	41	0	7	9	7	37	29	31
592.799438	32	0	11	9	13	42	17	28
593.0063	32	0	6	12	17	34	26	19
593.213135	28	0	7	9	12	24	22	29
593.42	41	0	5	6	8	44	28	23
593.626831	30	0	5	12	10	38	32	17
593.8336	42	0	9	4	7	31	23	22
594.040466	27	1	13	9	11	32	28	29
594.2473	31	0	9	12	11	28	24	29
594.454163	18	2	8	8	12	27	31	26
594.661	39	0	14	15	11	35	25	20
594.867859	30	0	7	13	4	39	23	25
595.074646	31	1	8	5	13	25	29	19
595.2815	34	0	7	7	14	35	29	28
595.488342	40	1	8	16	14	34	29	17
595.6952	30	0	8	6	7	29	26	31
595.902039	28	0	7	6	10	40	29	20
596.1089	29	1	10	7	9	31	32	29
596.315735	34	0	8	6	10	28	22	20
596.5225	20	0	5	7	8	30	27	20
596.7294	26	0	7	10	15	34	21	21
596.9362	31	0	10	10	8	27	19	15
597.143066	40	0	6	6	6	40	31	20
597.3499	31	2	6	14	10	33	22	27
597.556763	42	0	5	11	8	33	30	24
597.76355	25	0	10	7	12	27	22	27
597.9704	26	0	9	8	12	39	31	20
598.177246	25	0	6	11	18	32	29	24
598.3841	29	1	6	10	7	31	25	25
598.590942	31	1	6	10	11	30	23	20
598.7978	38	0	11	12	9	39	26	23
599.004639	25	0	8	6	10	40	30	22
599.2114	41	0	8	2	8	26	26	28
599.4183	20	1	4	11	13	31	23	22
599.6251	40	0	9	11	9	27	31	23
599.832	37	0	6	9	13	30	26	31
600.0388	29	2	9	10	8	30	25	24
600.245667	39	0	4	18	10	40	19	25
600.452454	30	0	5	5	12	20	33	19
600.6593	27	0	11	13	9	27	24	26
600.86615	37	0	8	7	13	34	24	13
601.073	31	2	6	6	18	44	22	24
601.279846	29	0	4	14	14	35	33	22
601.4867	35	0	5	10	10	30	30	29
601.6935	31	0	7	11	10	33	33	21
601.9003	37	1	6	6	9	33	27	19
602.1072	23	0	4	11	15	28	27	28
602.314	37	0	14	8	8	30	23	33
602.5209	36	0	8	9	12	27	22	22
602.7277	28	1	8	12	8	33	16	23
602.9346	47	0	8	16	14	34	30	29
603.141357	31	1	8	9	13	28	18	22
603.3482	20	0	7	13	8	45	23	19
603.555054	32	0	5	12	15	40	18	18
603.7619	38	0	8	7	7	36	28	27
603.96875	30	0	9	5	9	30	36	26
604.1756	36	0	6	9	8	32	27	22
604.3824	38	0	6	12	11	40	27	28
604.589233	42	1	5	13	5	25	28	25
604.7961	28	0	10	9	12	30	21	31
605.0029	37	0	10	7	19	29	35	19
605.2098	32	0	4	10	11	31	17	27
605.4166	39	0	6	8	14	35	31	20
605.6234	28	0	10	10	15	33	23	23
605.830261	24	1	8	7	11	31	28	22
606.0371	35	1	9	6	10	25	19	28
606.243958	34	0	7	9	10	25	30	16
606.4508	29	0	6	6	9	32	32	17
606.657654	35	0	14	14	13	21	23	17
606.8645	27	1	8	6	10	26	18	17
607.0713	22	0	11	5	7	28	22	23
607.278137	28	0	8	7	9	26	26	27
607.485	23	0	8	13	14	20	30	19
607.691833	30	0	5	7	8	17	29	18
607.8987	31	0	6	9	4	27	29	31
608.1055	33	0	7	7	10	28	18	17
608.3123	27	0	6	8	14	23	21	29
608.519165	36	0	5	15	10	34	22	13
608.726	27	1	7	8	4	35	25	25
608.932861	29	0	5	8	10	31	20	28
609.1397	31	0	9	3	15	29	30	21
609.346558	24	1	4	8	7	27	21	23
609.5534	34	0	11	10	12	29	30	28
609.7602	35	0	4	9	9	32	24	19
609.967041	28	1	5	8	7	27	22	28
610.1739	26	0	8	4	16	34	29	26
610.380737	38	1	13	11	6	25	30	30
610.5876	28	0	3	7	12	20	20	28
610.794434	35	0	8	13	9	34	27	21
611.0012	36	1	10	2	8	24	22	24
611.208069	25	0	4	12	12	36	30	21
611.4149	43	2	8	4	12	35	22	27
611.621765	35	0	11	7	14	33	21	23
611.8286	37	0	7	9	9	22	29	19
612.035461	37	0	6	9	5	22	25	16
612.2423	20	0	7	8	13	32	28	24
612.4491	34	0	10	13	9	21	22	23
612.655945	15	1	4	9	11	24	28	26
612.8628	30	0	8	9	11	33	22	23
613.069641	33	0	6	9	11	36	22	20
613.2765	29	0	11	13	12	34	25	19
613.483337	37	0	5	11	8	24	24	24
613.6901	32	0	7	5	6	24	21	33
613.897	30	0	6	12	9	26	19	26
614.1038	31	1	7	5	7	33	26	22
614.310669	25	0	6	9	15	27	27	28
614.5175	24	0	11	8	11	28	22	34
614.724365	30	0	5	7	9	22	37	22
614.931152	33	0	11	9	9	34	18	16
615.138	28	0	6	11	8	31	32	26
615.344849	25	4	6	11	7	20	20	24
615.5517	30	0	7	7	9	17	21	27
615.758545	29	0	7	7	12	26	29	21
615.9654	32	0	7	16	13	20	17	26
616.172241	26	2	4	7	12	28	28	26
616.379	31	0	13	13	12	30	16	26
616.5859	28	0	8	2	20	33	28	19
616.7927	31	0	4	11	9	27	22	24
616.9996	28	0	11	7	6	30	28	20
617.2064	26	1	6	7	15	23	23	25
617.413269	31	0	11	7	12	22	25	13
617.620056	24	0	8	7	9	31	29	27
617.8269	28	0	3	14	9	20	16	25
618.033752	33	0	10	4	12	29	24	21
618.2406	27	0	4	5	16	24	32	25
618.447449	35	0	7	10	8	26	24	23
618.6543	32	0	5	11	17	35	17	28
618.8611	32	0	8	5	12	31	17	27
619.067932	26	0	5	5	9	30	17	16
619.2748	31	0	6	16	14	38	29	25
619.4816	30	0	9	5	12	26	25	20
619.6885	27	0	6	9	7	31	23	23
619.8953	16	0	12	11	13	35	27	23
620.1022	22	0	5	10	14	18	21	17
